notification_date,lga_name19,confirmed_cases_count
2020-03-31,Parramatta (C),4
2020-03-31,Penrith (C),2
2020-03-31,Port Macquarie-Hastings (A),2
2020-03-31,Port Stephens (A),1
2020-03-31,Randwick (C),3
2020-03-31,Richmond Valley (A),1
2020-03-31,Ryde (C),3
2020-03-31,Shellharbour (C),1
2020-03-31,Shoalhaven (C),1
2020-03-31,Strathfield (A),1
2020-03-31,Sutherland Shire (A),4
2020-03-31,Sydney (C),3
2020-03-31,The Hills Shire (A),5
2020-03-31,Upper Lachlan Shire (A),1
2020-03-31,Uralla (A),1
2020-03-31,Wagga Wagga (C),1
2020-03-31,Waverley (A),4
2020-03-31,Willoughby (C),1
2020-03-31,Wollongong (C),2
2020-03-31,Woollahra (A),3
2020-04-01,Bayside (A),1
2020-04-01,Blacktown (C),7
2020-04-01,Blue Mountains (C),1
2020-04-01,Byron (A),2
2020-04-01,Camden (A),1
2020-04-01,Campbelltown (C) (NSW),1
2020-04-01,Canada Bay (A),1
2020-04-01,Canterbury-Bankstown (A),1
2020-04-01,Central Coast (C) (NSW),2
2020-04-01,Cessnock (C),3
2020-04-01,Coffs Harbour (C),2
2020-04-01,Cumberland (A),5
2020-04-01,Dungog (A),1
2020-04-01,Fairfield (C),2
2020-04-01,Georges River (A),1
2020-04-01,Hawkesbury (C),1
2020-04-01,Hilltops (A),2
2020-04-01,Hunters Hill (A),1
2020-04-01,Inner West (A),2
2020-04-01,Kempsey (A),1
2020-04-01,Ku-ring-gai (A),2
2020-04-01,Lake Macquarie (C),1
2020-04-01,Lane Cove (A),2
2020-04-01,Maitland (C),2
2020-04-01,Mid-Coast (A),2
2020-04-01,Newcastle (C),3
2020-04-01,North Sydney (A),3
2020-04-01,Northern Beaches (A),7
2020-04-01,Parramatta (C),3
2020-04-01,Penrith (C),2
2020-04-01,Port Stephens (A),2
2020-04-01,Randwick (C),5
2020-04-01,Ryde (C),5
2020-04-01,Shoalhaven (C),3
2020-04-01,Sutherland Shire (A),4
2020-04-01,Sydney (C),12
2020-04-01,The Hills Shire (A),4
2020-04-01,Waverley (A),9
2020-04-01,Wollongong (C),3
2020-04-01,Woollahra (A),1
2020-04-02,Ballina (A),2
2020-04-02,Bayside (A),1
2020-04-02,Berrigan (A),1
2020-04-02,Blacktown (C),5
2020-04-02,Broken Hill (C),1
2020-04-02,Burwood (A),1
2020-04-02,Canterbury-Bankstown (A),3
2020-04-02,Central Coast (C) (NSW),4
2020-04-02,Cessnock (C),2
2020-04-02,Coffs Harbour (C),1
2020-04-02,Cumberland (A),3
2020-04-02,Fairfield (C),1
2020-04-02,Georges River (A),3
2020-04-02,Gunnedah (A),1
2020-04-02,Hunters Hill (A),1
2020-04-02,Inner West (A),6
2020-04-02,Kiama (A),1
2020-04-02,Ku-ring-gai (A),4
2020-04-02,Lake Macquarie (C),2
2020-04-02,Lithgow (C),1
2020-04-02,Liverpool (C),1
2020-04-02,Mid-Coast (A),3
2020-04-02,Mosman (A),2
2020-04-02,Nambucca (A),1
2020-04-02,North Sydney (A),2
2020-04-02,Northern Beaches (A),2
2020-04-02,Parramatta (C),1
2020-04-02,Penrith (C),2
2020-04-02,Randwick (C),3
2020-04-02,Shellharbour (C),1
2020-04-02,Shoalhaven (C),1
2020-04-02,Singleton (A),1
2020-04-02,Sutherland Shire (A),8
2020-04-02,Sydney (C),6
2020-04-02,The Hills Shire (A),3
2020-04-02,Wagga Wagga (C),1
2020-04-02,Waverley (A),4
2020-04-02,Wingecarribee (A),1
2020-04-02,Wollongong (C),1
2020-04-02,Woollahra (A),1
2020-04-03,Bayside (A),2
2020-04-03,Berrigan (A),2
2020-04-03,Blacktown (C),7
2020-04-03,Blue Mountains (C),1
2020-04-03,Camden (A),2
2020-04-03,Campbelltown (C) (NSW),1
2020-04-03,Canterbury-Bankstown (A),3
2020-04-03,Central Coast (C) (NSW),2
2020-04-03,Coffs Harbour (C),1
2020-04-03,Cumberland (A),4
2020-04-03,Eurobodalla (A),1
2020-04-03,Fairfield (C),3
2020-04-03,Georges River (A),4
2020-04-03,Hawkesbury (C),1
2020-04-03,Hornsby (A),1
2020-04-03,Hunters Hill (A),2
2020-04-03,Inner West (A),7
2020-04-03,Ku-ring-gai (A),4
2020-04-03,Lake Macquarie (C),1
2020-04-03,Lane Cove (A),3
2020-04-03,Lithgow (C),1
2020-04-03,Maitland (C),1
2020-04-03,Mosman (A),4
2020-04-03,Newcastle (C),1
2020-04-03,North Sydney (A),1
2020-04-03,Northern Beaches (A),7
2020-04-03,Orange (C),1
2020-04-03,Parramatta (C),3
2020-04-03,Penrith (C),3
2020-04-03,Port Macquarie-Hastings (A),2
2020-04-03,Queanbeyan-Palerang Regional (A),1
2020-04-03,Randwick (C),6
2020-04-03,Ryde (C),1
2020-04-03,Shoalhaven (C),3
2020-04-03,Strathfield (A),1
2020-04-03,Sutherland Shire (A),2
2020-04-03,Sydney (C),5
2020-04-03,Waverley (A),3
2020-04-03,Wollongong (C),3
2020-04-04,Bayside (A),5
2020-04-04,Blacktown (C),2
2020-04-04,Cabonne (A),3
2020-04-04,Camden (A),1
2020-04-04,Campbelltown (C) (NSW),1
2020-04-04,Canada Bay (A),1
2020-04-04,Canterbury-Bankstown (A),1
2020-04-04,Central Coast (C) (NSW),3
2020-04-04,Cumberland (A),3
2020-04-04,Fairfield (C),1
2020-04-04,Georges River (A),4
2020-04-04,Inner West (A),2
2020-04-04,Kiama (A),2
2020-04-04,Lake Macquarie (C),1
2020-04-04,Lane Cove (A),3
2020-04-04,Mid-Coast (A),2
2020-04-04,Mosman (A),2
2020-04-04,North Sydney (A),1
2020-04-04,Northern Beaches (A),3
2020-04-04,Penrith (C),2
2020-04-04,Port Stephens (A),2
2020-04-04,Randwick (C),4
2020-04-04,Ryde (C),1
2020-04-04,Sutherland Shire (A),2
2020-04-04,Sydney (C),8
2020-04-04,The Hills Shire (A),2
2020-04-04,Tweed (A),1
2020-04-04,Waverley (A),4
2020-04-04,Wingecarribee (A),1
2020-04-04,Woollahra (A),1
2020-04-05,Bayside (A),3
2020-04-05,Blacktown (C),1
2020-04-05,Camden (A),1
2020-04-05,Campbelltown (C) (NSW),1
2020-04-05,Canterbury-Bankstown (A),1
2020-04-05,Central Coast (C) (NSW),1
2020-04-05,Coffs Harbour (C),1
2020-04-05,Cumberland (A),5
2020-04-05,Fairfield (C),3
2020-04-05,Georges River (A),2
2020-04-05,Hornsby (A),1
2020-04-05,Hunters Hill (A),1
2020-04-05,Inner West (A),3
2020-04-05,Ku-ring-gai (A),1
2020-04-05,Lane Cove (A),1
2020-04-05,Mosman (A),1
2020-04-05,Newcastle (C),1
2020-04-05,Northern Beaches (A),2
2020-04-05,Randwick (C),2
2020-04-05,Ryde (C),1
2020-04-05,Shellharbour (C),1
2020-04-05,Strathfield (A),2
2020-04-05,Sutherland Shire (A),3
2020-04-05,Sydney (C),6
2020-04-05,The Hills Shire (A),1
2020-04-05,Waverley (A),4
2020-04-05,Wingecarribee (A),1
2020-04-05,Woollahra (A),1
2020-04-06,Armidale Regional (A),1
2020-04-06,Bayside (A),6
2020-04-06,Blacktown (C),2
2020-04-06,Byron (A),1
2020-04-06,Camden (A),1
2020-04-06,Canada Bay (A),1
2020-04-06,Central Coast (C) (NSW),1
2020-04-06,Cumberland (A),1
2020-04-06,Georges River (A),3
2020-04-06,Lake Macquarie (C),2
2020-04-06,Lane Cove (A),1
2020-04-06,Northern Beaches (A),1
2020-04-06,Orange (C),1
2020-04-06,Parkes (A),1
2020-04-06,Parramatta (C),1
2020-04-06,Randwick (C),2
2020-04-06,Ryde (C),1
2020-04-06,Sutherland Shire (A),2
2020-04-06,Wingecarribee (A),3
2020-04-07,Bayside (A),2
2020-04-07,Blacktown (C),1
2020-04-07,Camden (A),1
2020-04-07,Canada Bay (A),1
2020-04-07,Central Coast (C) (NSW),1
2020-04-07,Fairfield (C),1
2020-04-07,Georges River (A),1
2020-04-07,Hornsby (A),1
2020-04-07,Hunters Hill (A),3
2020-04-07,Ku-ring-gai (A),3
2020-04-07,Liverpool (C),2
2020-04-07,Mosman (A),1
2020-04-07,Newcastle (C),4
2020-04-07,Northern Beaches (A),1
2020-04-07,Parramatta (C),1
2020-04-07,Port Stephens (A),1
2020-04-07,Randwick (C),3
2020-04-07,Shoalhaven (C),1
2020-04-07,Strathfield (A),1
2020-04-07,Sutherland Shire (A),3
2020-04-07,Tweed (A),1
2020-04-07,Waverley (A),3
2020-04-07,Wollongong (C),1
2020-04-08,Ballina (A),1
2020-04-08,Bayside (A),2
2020-04-08,Blacktown (C),1
2020-04-08,Burwood (A),1
2020-04-08,Byron (A),2
2020-04-08,Camden (A),1
2020-04-08,Canada Bay (A),2
2020-04-08,Canterbury-Bankstown (A),3
2020-04-08,Central Coast (C) (NSW),1
2020-04-08,Fairfield (C),1
2020-04-08,Georges River (A),2
2020-04-08,Hornsby (A),2
2020-04-08,Hunters Hill (A),1
2020-04-08,Ku-ring-gai (A),2
2020-04-08,Liverpool (C),5
2020-04-08,Newcastle (C),1
2020-04-08,North Sydney (A),1
2020-04-08,Northern Beaches (A),2
2020-04-08,Penrith (C),1
2020-04-08,Port Stephens (A),1
2020-04-08,Randwick (C),1
2020-04-08,Strathfield (A),3
2020-04-08,Sutherland Shire (A),1
2020-04-08,Sydney (C),1
2020-04-08,Waverley (A),4
2020-04-09,Albury (C),1
2020-04-09,Blacktown (C),6
2020-04-09,Campbelltown (C) (NSW),1
2020-04-09,Canterbury-Bankstown (A),1
2020-04-09,Central Coast (C) (NSW),2
2020-04-09,Coffs Harbour (C),1
2020-04-09,Cootamundra-Gundagai Regional (A),1
2020-04-09,Cumberland (A),1
2020-04-09,Fairfield (C),2
2020-04-09,Georges River (A),1
2020-04-09,Hawkesbury (C),1
2020-04-09,Ku-ring-gai (A),2
2020-04-09,Lake Macquarie (C),1
2020-04-09,Liverpool (C),4
2020-04-09,Newcastle (C),1
2020-04-09,North Sydney (A),1
2020-04-09,Northern Beaches (A),2
2020-04-09,Randwick (C),3
2020-04-09,Sutherland Shire (A),1
2020-04-09,Sydney (C),1
2020-04-09,Waverley (A),1
2020-04-09,Woollahra (A),1
2020-04-10,Armidale Regional (A),1
2020-04-10,Bayside (A),1
2020-04-10,Canterbury-Bankstown (A),1
2020-04-10,Fairfield (C),2
2020-04-10,Georges River (A),1
2020-04-10,Ku-ring-gai (A),2
2020-04-10,Lake Macquarie (C),1
2020-04-10,Lane Cove (A),1
2020-04-10,Liverpool (C),1
2020-04-10,Northern Beaches (A),1
2020-04-10,Penrith (C),2
2020-04-10,Port Stephens (A),1
2020-04-10,Randwick (C),3
2020-04-10,Ryde (C),2
2020-04-10,Shoalhaven (C),1
2020-04-10,Wingecarribee (A),1
2020-04-10,Woollahra (A),2
2020-04-11,Bayside (A),1
2020-04-11,Blacktown (C),2
2020-04-11,Campbelltown (C) (NSW),1
2020-04-11,Liverpool (C),1
2020-04-11,Maitland (C),1
2020-04-11,Mosman (A),1
2020-04-11,Northern Beaches (A),1
2020-04-11,Penrith (C),1
2020-04-11,Randwick (C),1
2020-04-11,Sutherland Shire (A),1
2020-04-11,Sydney (C),1
2020-04-11,The Hills Shire (A),1
2020-04-11,Waverley (A),1
2020-04-11,Woollahra (A),1
2020-04-12,Bayside (A),1
2020-04-12,Lake Macquarie (C),3
2020-04-12,Penrith (C),2
2020-04-12,Waverley (A),1
2020-04-13,Bayside (A),1
2020-04-13,Northern Beaches (A),1
2020-04-13,Randwick (C),1
2020-04-13,Sydney (C),2
2020-04-14,Ballina (A),1
2020-04-14,Blacktown (C),1
2020-04-14,Canada Bay (A),1
2020-04-14,Hornsby (A),1
2020-04-14,Liverpool (C),2
2020-04-14,North Sydney (A),1
2020-04-14,Penrith (C),9
2020-04-14,Port Macquarie-Hastings (A),1
2020-04-14,Randwick (C),1
2020-04-14,Strathfield (A),1
2020-04-14,Sydney (C),1
2020-04-14,Willoughby (C),1
2020-04-15,Canterbury-Bankstown (A),1
2020-04-15,Georges River (A),1
2020-04-15,Liverpool (C),1
2020-04-15,Mid-Western Regional (A),1
2020-04-15,Newcastle (C),1
2020-04-15,Northern Beaches (A),2
2020-04-15,Penrith (C),9
2020-04-15,Randwick (C),1
2020-04-15,Ryde (C),2
2020-04-15,Sydney (C),1
2020-04-16,Albury (C),1
2020-04-16,Bayside (A),1
2020-04-16,Camden (A),2
2020-04-16,Campbelltown (C) (NSW),1
2020-04-16,Canada Bay (A),1
2020-04-16,Hawkesbury (C),1
2020-04-16,Maitland (C),1
2020-04-16,Mid-Western Regional (A),1
2020-04-16,Northern Beaches (A),1
2020-04-16,Penrith (C),9
2020-04-16,Sutherland Shire (A),1
2020-04-16,Sydney (C),1
2020-04-16,Willoughby (C),1
2020-04-17,Armidale Regional (A),1
2020-04-17,Georges River (A),1
2020-04-17,Hunters Hill (A),1
2020-04-17,Lake Macquarie (C),1
2020-04-17,Moree Plains (A),1
2020-04-17,Orange (C),1
2020-04-17,Penrith (C),2
2020-04-17,Port Macquarie-Hastings (A),1
2020-04-17,Sutherland Shire (A),1
2020-04-17,Sydney (C),1
2020-04-17,Tamworth Regional (A),1
2020-04-17,The Hills Shire (A),1
2020-04-17,Wollongong (C),1
2020-04-18,Canada Bay (A),1
2020-04-18,Canterbury-Bankstown (A),1
2020-04-18,Central Coast (C) (NSW),1
2020-04-18,Hornsby (A),1
2020-04-18,Liverpool (C),1
2020-04-18,Penrith (C),8
2020-04-18,Randwick (C),1
2020-04-18,Sutherland Shire (A),1
2020-04-18,Waverley (A),2
2020-04-19,Blacktown (C),1
2020-04-19,Canterbury-Bankstown (A),1
2020-04-19,Hornsby (A),1
2020-04-19,Northern Beaches (A),2
2020-04-19,Penrith (C),2
2020-04-20,North Sydney (A),1
2020-04-20,Northern Beaches (A),1
2020-04-21,Coffs Harbour (C),2
2020-04-21,Hornsby (A),2
2020-04-21,Inner West (A),1
2020-04-21,Penrith (C),1
2020-04-22,Fairfield (C),1
2020-04-22,Lithgow (C),1
2020-04-22,Sydney (C),1
2020-04-23,Blue Mountains (C),2
2020-04-23,Canterbury-Bankstown (A),2
2020-04-23,Fairfield (C),1
2020-04-23,Georges River (A),1
2020-04-23,Willoughby (C),1
2020-04-23,Wingecarribee (A),1
2020-04-24,Blue Mountains (C),1
2020-04-24,Canada Bay (A),1
2020-04-24,Hornsby (A),2
2020-04-24,Penrith (C),9
2020-04-24,Sydney (C),1
2020-04-25,Penrith (C),1
2020-04-25,Strathfield (A),1
2020-04-25,The Hills Shire (A),1
2020-04-26,Mid-Coast (A),1
2020-04-27,Canada Bay (A),2
2020-04-27,Hornsby (A),1
2020-04-27,Northern Beaches (A),1
2020-04-27,Penrith (C),1
2020-04-28,Blacktown (C),2
2020-04-28,Canada Bay (A),1
2020-04-28,Canterbury-Bankstown (A),3
2020-04-28,Inner West (A),1
2020-04-28,Penrith (C),1
2020-04-28,Richmond Valley (A),1
2020-04-28,The Hills Shire (A),1
2020-04-29,Canterbury-Bankstown (A),1
2020-04-29,Penrith (C),1
2020-04-29,Woollahra (A),1
2020-04-30,Blacktown (C),1
2020-04-30,Camden (A),1
2020-04-30,Central Coast (C) (NSW),1
2020-04-30,Cumberland (A),1
2020-04-30,Hornsby (A),1
2020-04-30,Lake Macquarie (C),2
2020-04-30,Penrith (C),5
2020-04-30,Randwick (C),1
2020-04-30,Wollongong (C),1
2020-05-01,Ku-ring-gai (A),1
2020-05-01,Strathfield (A),1
2020-05-02,Cumberland (A),1
2020-05-02,Wollondilly (A),1
2020-05-03,Blue Mountains (C),1
2020-05-04,Blacktown (C),1
2020-05-04,Cumberland (A),1
2020-05-04,Fairfield (C),1
2020-05-04,Inner West (A),1
2020-05-05,Canada Bay (A),2
2020-05-05,Fairfield (C),1
2020-05-05,Randwick (C),1
2020-05-06,Parramatta (C),1
2020-05-06,Penrith (C),1
2020-05-06,Strathfield (A),1
2020-05-07,Fairfield (C),1
2020-05-07,Penrith (C),1
2020-05-08,Camden (A),1
2020-05-08,Central Coast (C) (NSW),1
2020-05-08,Inner West (A),1
2020-05-08,Mid-Coast (A),1
2020-05-09,Wollondilly (A),1
2020-05-12,Goulburn Mulwaree (A),2
2020-05-12,Penrith (C),1
2020-05-12,Sutherland Shire (A),2
2020-05-13,Blacktown (C),1
2020-05-13,Blue Mountains (C),1
2020-05-13,Parramatta (C),1
2020-05-14,Blacktown (C),2
2020-05-14,The Hills Shire (A),1
2020-05-18,Ku-ring-gai (A),1
2020-05-19,Canterbury-Bankstown (A),1
2020-05-19,Cumberland (A),1
2020-05-19,Orange (C),1
2020-05-20,Ku-ring-gai (A),1
2020-05-21,Cumberland (A),2
2020-05-21,Strathfield (A),1
2020-05-23,Strathfield (A),1
2020-05-24,Blacktown (C),1
2020-05-25,Fairfield (C),1
2020-05-28,Wollongong (C),1
2020-05-30,The Hills Shire (A),2
2020-05-31,Blacktown (C),3
2020-05-31,Cumberland (A),1
2020-06-01,Blacktown (C),2
2020-06-01,Cumberland (A),2
2020-06-02,Blacktown (C),1
2020-06-03,Fairfield (C),1
2020-06-03,Parramatta (C),1
2020-06-04,Blacktown (C),3
2020-06-06,Sydney (C),1
2020-06-07,Fairfield (C),2
2020-06-08,Lake Macquarie (C),1
2020-06-09,Campbelltown (C) (NSW),2
2020-06-09,Canterbury-Bankstown (A),1
2020-06-11,Blacktown (C),1
2020-06-11,Cumberland (A),1
2020-06-11,Woollahra (A),1
2020-06-12,Canterbury-Bankstown (A),1
2020-06-12,Fairfield (C),1
2020-06-12,Sutherland Shire (A),1
2020-06-13,Canterbury-Bankstown (A),1
2020-06-13,Central Coast (C) (NSW),2
2020-06-13,Cumberland (A),3
2020-06-13,Liverpool (C),1
2020-06-13,Sutherland Shire (A),1
2020-06-14,Camden (A),1
2020-06-14,Fairfield (C),1
2020-06-14,Shellharbour (C),1
2020-06-14,Sydney (C),2
2020-06-14,Waverley (A),1
2020-06-17,Camden (A),2
2020-06-18,Randwick (C),1
2020-06-19,Cumberland (A),1
2020-06-20,Orange (C),1
2020-06-20,Shellharbour (C),5
2020-06-21,Canterbury-Bankstown (A),1
2020-06-22,Cumberland (A),1
2020-06-23,Blacktown (C),2
2020-06-23,Canterbury-Bankstown (A),1
2020-06-23,Coffs Harbour (C),1
2020-06-23,Cumberland (A),1
2020-06-23,Penrith (C),1
2020-06-23,Sydney (C),1
2020-06-24,Blacktown (C),1
2020-06-24,Cumberland (A),2
2020-06-24,Lane Cove (A),1
2020-06-25,Camden (A),1
2020-06-25,Coffs Harbour (C),1
2020-06-25,Cumberland (A),1
2020-06-25,Penrith (C),1
2020-06-26,Blacktown (C),2
2020-06-26,Canterbury-Bankstown (A),1
2020-06-26,Central Coast (C) (NSW),1
2020-06-26,Ku-ring-gai (A),1
2020-06-27,Blacktown (C),1
2020-06-27,Canterbury-Bankstown (A),1
2020-06-27,Central Coast (C) (NSW),1
2020-06-27,Cumberland (A),1
2020-06-27,Parramatta (C),1
2020-06-27,Wollongong (C),1
2020-06-28,Camden (A),1
2020-06-28,Cumberland (A),1
2020-06-28,Liverpool (C),1
2020-06-29,Blacktown (C),2
2020-06-30,Blacktown (C),3
2020-06-30,Canterbury-Bankstown (A),1
2020-06-30,Hornsby (A),1
2020-06-30,Parramatta (C),2
2020-06-30,Penrith (C),1
2020-07-01,Cumberland (A),2
2020-07-02,Central Coast (C) (NSW),1
2020-07-03,Blacktown (C),2
2020-07-03,Cumberland (A),2
2020-07-03,Northern Beaches (A),1
2020-07-03,Strathfield (A),1
2020-07-03,Sutherland Shire (A),1
2020-07-04,Blacktown (C),1
2020-07-04,Canterbury-Bankstown (A),3
2020-07-04,Fairfield (C),1
2020-07-04,Inner West (A),1
2020-07-04,Liverpool (C),1
2020-07-04,Queanbeyan-Palerang Regional (A),1
2020-07-04,Willoughby (C),1
2020-07-05,Canterbury-Bankstown (A),1
2020-07-05,Cumberland (A),1
2020-07-05,The Hills Shire (A),1
2020-07-06,Albury (C),3
2020-07-06,Canterbury-Bankstown (A),2
2020-07-06,Newcastle (C),1
2020-07-06,Parramatta (C),1
2020-07-07,Campbelltown (C) (NSW),1
2020-07-07,Cumberland (A),1
2020-07-08,Blacktown (C),1
2020-07-08,Campbelltown (C) (NSW),1
2020-07-08,Cumberland (A),1
2020-07-08,Liverpool (C),1
2020-07-08,Penrith (C),1
2020-07-08,Shoalhaven (C),1
2020-07-09,Blue Mountains (C),2
2020-07-09,Ku-ring-gai (A),1
2020-07-09,Penrith (C),2
2020-07-09,Strathfield (A),2
2020-07-10,Bayside (A),1
2020-07-10,Blue Mountains (C),2
2020-07-10,Cumberland (A),1
2020-07-11,Liverpool (C),1
2020-07-11,Snowy Valleys (A),1
2020-07-12,Bayside (A),1
2020-07-12,Canterbury-Bankstown (A),1
2020-07-12,Fairfield (C),1
2020-07-12,Liverpool (C),6
2020-07-12,Northern Beaches (A),1
2020-07-12,Sydney (C),1
2020-07-12,Wollondilly (A),1
2020-07-13,Campbelltown (C) (NSW),2
2020-07-13,Fairfield (C),1
2020-07-13,Lake Macquarie (C),1
2020-07-13,Liverpool (C),5
2020-07-13,Northern Beaches (A),1
2020-07-13,Parramatta (C),1
2020-07-13,Shellharbour (C),1
2020-07-13,Wollondilly (A),3
2020-07-14,Blacktown (C),1
2020-07-14,Campbelltown (C) (NSW),1
2020-07-14,Georges River (A),1
2020-07-14,Liverpool (C),3
2020-07-14,Ryde (C),2
2020-07-14,Wingecarribee (A),1
2020-07-15,Blacktown (C),1
2020-07-15,Campbelltown (C) (NSW),1
2020-07-15,Lismore (C),1
2020-07-15,Liverpool (C),2
2020-07-15,Parramatta (C),1
2020-07-15,Shoalhaven (C),1
2020-07-16,Bayside (A),1
2020-07-16,Campbelltown (C) (NSW),1
2020-07-16,Canterbury-Bankstown (A),2
2020-07-16,Fairfield (C),1
2020-07-16,Georges River (A),1
2020-07-16,Junee (A),1
2020-07-16,Lake Macquarie (C),1
2020-07-16,Penrith (C),1
2020-07-17,Camden (A),1
2020-07-17,Campbelltown (C) (NSW),1
2020-07-17,Canterbury-Bankstown (A),1
2020-07-17,Georges River (A),1
2020-07-17,Liverpool (C),2
2020-07-17,Sutherland Shire (A),1
2020-07-17,Sydney (C),1
2020-07-17,Wollongong (C),1
2020-07-18,Blacktown (C),1
2020-07-18,Canterbury-Bankstown (A),3
2020-07-18,Cumberland (A),4
2020-07-18,Fairfield (C),3
2020-07-18,Liverpool (C),1
2020-07-18,Newcastle (C),1
2020-07-18,Penrith (C),1
2020-07-19,Bayside (A),1
2020-07-19,Blacktown (C),1
2020-07-19,Eurobodalla (A),3
2020-07-19,Fairfield (C),3
2020-07-19,Liverpool (C),1
2020-07-19,Parramatta (C),1
2020-07-19,Penrith (C),1
2020-07-19,Sutherland Shire (A),3
2020-07-19,The Hills Shire (A),2
2020-07-19,Wollondilly (A),1
2020-07-19,Woollahra (A),1
2020-07-20,Blacktown (C),2
2020-07-20,Blue Mountains (C),1
2020-07-20,Cumberland (A),2
2020-07-20,Fairfield (C),3
2020-07-20,Liverpool (C),2
2020-07-20,Parramatta (C),1
2020-07-20,The Hills Shire (A),2
2020-07-21,Campbelltown (C) (NSW),1
2020-07-21,Canterbury-Bankstown (A),1
2020-07-21,Cumberland (A),2
2020-07-21,Fairfield (C),5
2020-07-21,Georges River (A),1
2020-07-21,Liverpool (C),2
2020-07-21,Port Stephens (A),1
2020-07-21,The Hills Shire (A),1
2020-07-22,Blacktown (C),1
2020-07-22,Fairfield (C),2
2020-07-22,Lake Macquarie (C),1
2020-07-22,Liverpool (C),3
2020-07-22,Port Stephens (A),3
2020-07-22,Ryde (C),1
2020-07-22,Sutherland Shire (A),1
2020-07-22,Sydney (C),2
2020-07-22,Wollongong (C),2
2020-07-23,Cumberland (A),2
2020-07-23,Fairfield (C),2
2020-07-23,Parramatta (C),2
2020-07-23,The Hills Shire (A),1
2020-07-24,Canterbury-Bankstown (A),4
2020-07-24,Cumberland (A),4
2020-07-24,Fairfield (C),5
2020-07-24,Liverpool (C),1
2020-07-24,Parramatta (C),1
2020-07-24,Sydney (C),1
2020-07-25,Byron (A),2
2020-07-25,Campbelltown (C) (NSW),2
2020-07-25,Canterbury-Bankstown (A),4
2020-07-25,Liverpool (C),3
2020-07-25,Parramatta (C),3
2020-07-25,Wollongong (C),1
2020-07-26,Blacktown (C),1
2020-07-26,Canterbury-Bankstown (A),1
2020-07-26,Cumberland (A),1
2020-07-26,Fairfield (C),1
2020-07-26,Inner West (A),1
2020-07-26,Liverpool (C),1
2020-07-26,Sydney (C),1
2020-07-27,Canterbury-Bankstown (A),3
2020-07-27,Fairfield (C),1
2020-07-27,Liverpool (C),1
2020-07-27,Parramatta (C),4
2020-07-27,Penrith (C),1
2020-07-27,Port Stephens (A),1
2020-07-27,Randwick (C),1
2020-07-27,Sydney (C),1
2020-07-27,Waverley (A),1
2020-07-28,Blacktown (C),2
2020-07-28,Campbelltown (C) (NSW),1
2020-07-28,Central Coast (C) (NSW),1
2020-07-28,Cumberland (A),6
2020-07-28,Fairfield (C),3
2020-07-28,Georges River (A),1
2020-07-28,Inner West (A),1
2020-07-28,Port Stephens (A),1
2020-07-28,Randwick (C),1
2020-07-28,Singleton (A),1
2020-07-28,Sydney (C),2
2020-07-28,The Hills Shire (A),1
2020-07-28,Waverley (A),1
2020-07-29,Blacktown (C),1
2020-07-29,Correctional settings,1
2020-07-29,Cumberland (A),4
2020-07-29,Fairfield (C),3
2020-07-29,Liverpool (C),2
2020-07-29,Northern Beaches (A),1
2020-07-29,Port Stephens (A),1
2020-07-29,Sydney (C),1
2020-07-29,Waverley (A),1
2020-07-30,Bayside (A),1
2020-07-30,Blacktown (C),2
2020-07-30,Campbelltown (C) (NSW),1
2020-07-30,Canada Bay (A),1
2020-07-30,Canterbury-Bankstown (A),3
2020-07-30,Inner West (A),2
2020-07-30,Liverpool (C),2
2020-07-30,Orange (C),1
2020-07-30,Parramatta (C),4
2020-07-30,Sutherland Shire (A),1
2020-07-30,Sydney (C),2
2020-07-30,Willoughby (C),1
2020-07-31,Blacktown (C),1
2020-07-31,Campbelltown (C) (NSW),1
2020-07-31,Canada Bay (A),1
2020-07-31,Canterbury-Bankstown (A),1
2020-07-31,Cumberland (A),1
2020-07-31,Fairfield (C),6
2020-07-31,Liverpool (C),1
2020-07-31,Waverley (A),2
2020-07-31,Wollongong (C),1
2020-08-01,Campbelltown (C) (NSW),1
2020-08-01,Canada Bay (A),1
2020-08-01,Cumberland (A),1
2020-08-01,Fairfield (C),1
2020-08-01,Inner West (A),2
2020-08-01,Liverpool (C),4
2020-08-01,Parramatta (C),2
2020-08-01,Sutherland Shire (A),1
2020-08-01,Wagga Wagga (C),1
2020-08-02,Campbelltown (C) (NSW),2
2020-08-02,Cumberland (A),1
2020-08-02,Fairfield (C),1
2020-08-02,Sydney (C),1
2020-08-02,The Hills Shire (A),1
2020-08-02,Wagga Wagga (C),3
2020-08-02,Waverley (A),1
2020-08-03,Campbelltown (C) (NSW),2
2020-08-03,Canterbury-Bankstown (A),1
2020-08-03,Fairfield (C),3
2020-08-03,Liverpool (C),4
2020-08-03,Sydney (C),3
2020-08-04,Campbelltown (C) (NSW),2
2020-08-04,Canada Bay (A),1
2020-08-04,Fairfield (C),4
2020-08-04,Northern Beaches (A),1
2020-08-05,Canterbury-Bankstown (A),1
2020-08-05,Cumberland (A),2
2020-08-05,Fairfield (C),3
2020-08-05,Liverpool (C),1
2020-08-05,Newcastle (C),1
2020-08-05,Parramatta (C),2
2020-08-05,Sydney (C),3
2020-08-06,Campbelltown (C) (NSW),1
2020-08-06,Canada Bay (A),1
2020-08-06,Cumberland (A),4
2020-08-06,Fairfield (C),2
2020-08-06,Newcastle (C),2
